batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,elements_matrix,elements_kernel,hashkey
6,511,4,7,5,2,1,0,0,261121,16,"[6,511,4,7,5,2,1,0,0,261121,16]"
3,157,6,49,5,1,0,0,0,24649,36,"[3,157,6,49,5,1,0,0,0,24649,36]"
12,156,2,34,30,2,1,0,0,24336,4,"[12,156,2,34,30,2,1,0,0,24336,4]"
38,332,3,11,2,4,1,0,0,110224,9,"[38,332,3,11,2,4,1,0,0,110224,9]"
35,101,7,63,63,2,0,0,1,10201,49,"[35,101,7,63,63,2,0,0,1,10201,49]"
32,166,2,12,33,3,1,1,1,27556,4,"[32,166,2,12,33,3,1,1,1,27556,4]"
57,53,1,92,182,4,1,1,1,2809,1,"[57,53,1,92,182,4,1,1,1,2809,1]"
44,417,7,14,6,4,1,0,0,173889,49,"[44,417,7,14,6,4,1,0,0,173889,49]"
57,436,5,7,13,2,1,0,0,190096,25,"[57,436,5,7,13,2,1,0,0,190096,25]"
35,119,5,40,15,1,0,0,1,14161,25,"[35,119,5,40,15,1,0,0,1,14161,25]"
11,310,3,24,19,3,0,0,1,96100,9,"[11,310,3,24,19,3,0,0,1,96100,9]"
33,76,1,120,59,2,0,0,1,5776,1,"[33,76,1,120,59,2,0,0,1,5776,1]"
22,243,7,5,7,4,1,0,0,59049,49,"[22,243,7,5,7,4,1,0,0,59049,49]"
16,67,6,126,111,4,0,1,0,4489,36,"[16,67,6,126,111,4,0,1,0,4489,36]"
10,419,1,9,13,1,0,1,1,175561,1,"[10,419,1,9,13,1,0,1,1,175561,1]"
45,204,4,2,3,4,0,0,0,41616,16,"[45,204,4,2,3,4,0,0,0,41616,16]"
38,500,6,13,5,4,0,1,1,250000,36,"[38,500,6,13,5,4,0,1,1,250000,36]"
35,37,6,223,256,2,1,1,0,1369,36,"[35,37,6,223,256,2,1,1,0,1369,36]"
42,291,5,24,17,4,1,1,0,84681,25,"[42,291,5,24,17,4,1,1,0,84681,25]"
54,287,2,15,15,3,1,0,1,82369,4,"[54,287,2,15,15,3,1,0,1,82369,4]"
13,430,4,3,20,4,1,1,0,184900,16,"[13,430,4,3,20,4,1,1,0,184900,16]"
34,59,2,49,94,1,0,1,0,3481,4,"[34,59,2,49,94,1,0,1,0,3481,4]"
37,426,1,21,14,4,1,1,0,181476,1,"[37,426,1,21,14,4,1,1,0,181476,1]"
17,39,7,200,188,2,1,1,1,1521,49,"[17,39,7,200,188,2,1,1,1,1521,49]"
40,406,7,13,3,1,1,0,0,164836,49,"[40,406,7,13,3,1,1,0,0,164836,49]"
30,368,6,18,5,1,0,1,1,135424,36,"[30,368,6,18,5,1,0,1,1,135424,36]"
56,512,4,15,6,2,1,0,0,262144,16,"[56,512,4,15,6,2,1,0,0,262144,16]"
51,427,2,12,12,1,0,0,1,182329,4,"[51,427,2,12,12,1,0,0,1,182329,4]"
9,417,7,6,1,2,0,1,1,173889,49,"[9,417,7,6,1,2,0,1,1,173889,49]"
59,364,6,9,4,4,1,0,1,132496,36,"[59,364,6,9,4,4,1,0,1,132496,36]"
33,389,4,8,22,2,1,0,1,151321,16,"[33,389,4,8,22,2,1,0,1,151321,16]"
30,64,6,14,22,1,0,1,1,4096,36,"[30,64,6,14,22,1,0,1,1,4096,36]"
33,172,3,32,49,3,0,0,1,29584,9,"[33,172,3,32,49,3,0,0,1,29584,9]"
56,347,4,1,8,4,1,0,1,120409,16,"[56,347,4,1,8,4,1,0,1,120409,16]"
17,186,2,5,10,2,1,1,1,34596,4,"[17,186,2,5,10,2,1,1,1,34596,4]"
13,388,1,2,16,4,0,1,0,150544,1,"[13,388,1,2,16,4,0,1,0,150544,1]"
32,98,1,100,56,4,0,1,0,9604,1,"[32,98,1,100,56,4,0,1,0,9604,1]"
35,327,4,6,14,1,0,1,1,106929,16,"[35,327,4,6,14,1,0,1,1,106929,16]"
59,290,3,23,16,1,0,0,0,84100,9,"[59,290,3,23,16,1,0,0,0,84100,9]"
20,28,5,81,314,3,1,1,1,784,25,"[20,28,5,81,314,3,1,1,1,784,25]"
22,295,1,24,30,2,0,0,0,87025,1,"[22,295,1,24,30,2,0,0,0,87025,1]"
28,504,3,12,6,1,0,1,1,254016,9,"[28,504,3,12,6,1,0,1,1,254016,9]"
34,299,5,32,14,2,0,1,1,89401,25,"[34,299,5,32,14,2,0,1,1,89401,25]"
45,113,7,66,33,3,1,1,1,12769,49,"[45,113,7,66,33,3,1,1,1,12769,49]"
33,165,7,34,39,3,1,1,0,27225,49,"[33,165,7,34,39,3,1,1,0,27225,49]"
37,40,5,109,121,3,1,1,0,1600,25,"[37,40,5,109,121,3,1,1,0,1600,25]"
13,302,4,7,1,4,0,1,0,91204,16,"[13,302,4,7,1,4,0,1,0,91204,16]"
30,43,7,69,101,4,1,1,1,1849,49,"[30,43,7,69,101,4,1,1,1,1849,49]"
61,462,3,18,16,1,0,1,1,213444,9,"[61,462,3,18,16,1,0,1,1,213444,9]"
51,98,6,67,100,1,1,1,0,9604,36,"[51,98,6,67,100,1,1,1,0,9604,36]"
29,477,7,4,5,4,1,0,0,227529,49,"[29,477,7,4,5,4,1,0,0,227529,49]"
57,101,1,25,18,3,0,1,0,10201,1,"[57,101,1,25,18,3,0,1,0,10201,1]"
56,218,6,8,10,3,1,1,0,47524,36,"[56,218,6,8,10,3,1,1,0,47524,36]"
2,102,6,48,71,1,0,1,1,10404,36,"[2,102,6,48,71,1,0,1,1,10404,36]"
53,442,6,21,1,2,0,1,0,195364,36,"[53,442,6,21,1,2,0,1,0,195364,36]"
6,59,7,135,118,1,0,0,1,3481,49,"[6,59,7,135,118,1,0,0,1,3481,49]"
43,352,3,14,23,2,0,1,0,123904,9,"[43,352,3,14,23,2,0,1,0,123904,9]"
59,12,7,185,107,2,0,1,1,144,49,"[59,12,7,185,107,2,0,1,1,144,49]"
3,478,6,2,12,4,0,0,1,228484,36,"[3,478,6,2,12,4,0,0,1,228484,36]"
28,312,7,3,16,4,1,0,1,97344,49,"[28,312,7,3,16,4,1,0,1,97344,49]"
5,115,3,32,24,2,1,1,1,13225,9,"[5,115,3,32,24,2,1,1,1,13225,9]"
43,65,4,133,130,1,0,0,0,4225,16,"[43,65,4,133,130,1,0,0,0,4225,16]"
9,428,2,21,15,2,1,1,1,183184,4,"[9,428,2,21,15,2,1,1,1,183184,4]"
24,33,1,45,202,2,0,0,0,1089,1,"[24,33,1,45,202,2,0,0,0,1089,1]"
24,335,6,24,6,3,1,1,1,112225,36,"[24,335,6,24,6,3,1,1,1,112225,36]"
34,160,5,60,12,2,0,1,1,25600,25,"[34,160,5,60,12,2,0,1,1,25600,25]"
47,474,6,16,18,3,1,1,1,224676,36,"[47,474,6,16,18,3,1,1,1,224676,36]"
55,505,5,12,3,4,0,0,0,255025,25,"[55,505,5,12,3,4,0,0,0,255025,25]"
61,41,1,148,160,2,1,1,0,1681,1,"[61,41,1,148,160,2,1,1,0,1681,1]"
6,140,3,58,53,3,0,1,0,19600,9,"[6,140,3,58,53,3,0,1,0,19600,9]"
25,170,2,16,54,2,0,0,1,28900,4,"[25,170,2,16,54,2,0,0,1,28900,4]"
61,337,6,25,4,4,1,1,0,113569,36,"[61,337,6,25,4,4,1,1,0,113569,36]"
3,385,5,4,11,2,1,1,0,148225,25,"[3,385,5,4,11,2,1,1,0,148225,25]"
9,19,2,510,523,1,1,1,1,361,4,"[9,19,2,510,523,1,1,1,1,361,4]"
40,37,5,56,189,2,0,1,0,1369,25,"[40,37,5,56,189,2,0,1,0,1369,25]"
3,128,4,16,19,2,0,0,1,16384,16,"[3,128,4,16,19,2,0,0,1,16384,16]"
41,107,2,38,72,3,0,0,1,11449,4,"[41,107,2,38,72,3,0,0,1,11449,4]"
25,174,2,19,4,2,1,0,0,30276,4,"[25,174,2,19,4,2,1,0,0,30276,4]"
37,131,5,68,15,1,1,0,1,17161,25,"[37,131,5,68,15,1,1,0,1,17161,25]"
43,180,5,33,49,4,0,0,1,32400,25,"[43,180,5,33,49,4,0,0,1,32400,25]"
62,146,5,60,19,2,0,1,0,21316,25,"[62,146,5,60,19,2,0,1,0,21316,25]"
16,322,2,25,27,1,0,1,0,103684,4,"[16,322,2,25,27,1,0,1,0,103684,4]"
7,477,1,16,16,1,1,0,1,227529,1,"[7,477,1,16,16,1,1,0,1,227529,1]"
1,333,6,24,16,3,1,1,0,110889,36,"[1,333,6,24,16,3,1,1,0,110889,36]"
9,487,1,16,13,3,0,0,0,237169,1,"[9,487,1,16,13,3,0,0,0,237169,1]"
60,423,2,4,12,1,0,0,1,178929,4,"[60,423,2,4,12,1,0,0,1,178929,4]"
7,153,6,33,18,3,0,1,1,23409,36,"[7,153,6,33,18,3,0,1,1,23409,36]"
6,458,3,13,13,3,1,1,0,209764,9,"[6,458,3,13,13,3,1,1,0,209764,9]"
60,74,6,35,45,3,1,0,1,5476,36,"[60,74,6,35,45,3,1,0,1,5476,36]"
36,228,7,18,14,3,0,0,1,51984,49,"[36,228,7,18,14,3,0,0,1,51984,49]"
56,78,1,6,14,4,0,0,1,6084,1,"[56,78,1,6,14,4,0,0,1,6084,1]"
44,65,2,19,142,3,0,1,1,4225,4,"[44,65,2,19,142,3,0,1,1,4225,4]"
46,148,4,17,35,2,1,1,1,21904,16,"[46,148,4,17,35,2,1,1,1,21904,16]"
30,504,6,15,15,2,0,1,0,254016,36,"[30,504,6,15,15,2,0,1,0,254016,36]"
9,270,4,7,15,1,1,0,1,72900,16,"[9,270,4,7,15,1,1,0,1,72900,16]"
8,209,2,45,45,1,0,0,1,43681,4,"[8,209,2,45,45,1,0,0,1,43681,4]"
30,419,6,16,21,2,1,1,0,175561,36,"[30,419,6,16,21,2,1,1,0,175561,36]"
24,433,7,13,21,4,1,1,0,187489,49,"[24,433,7,13,21,4,1,1,0,187489,49]"
46,198,5,38,5,1,1,0,0,39204,25,"[46,198,5,38,5,1,1,0,0,39204,25]"
55,136,1,72,72,1,0,1,0,18496,1,"[55,136,1,72,72,1,0,1,0,18496,1]"
19,349,4,23,1,4,0,1,1,121801,16,"[19,349,4,23,1,4,0,1,1,121801,16]"
61,318,3,15,11,4,0,1,0,101124,9,"[61,318,3,15,11,4,0,1,0,101124,9]"
35,381,5,24,21,4,0,0,1,145161,25,"[35,381,5,24,21,4,0,0,1,145161,25]"
57,404,6,7,2,4,1,0,0,163216,36,"[57,404,6,7,2,4,1,0,0,163216,36]"
12,2,1,402,1859,1,1,1,0,4,1,"[12,2,1,402,1859,1,1,1,0,4,1]"
29,310,5,24,4,1,0,0,0,96100,25,"[29,310,5,24,4,1,0,0,0,96100,25]"
41,235,4,30,39,4,1,1,0,55225,16,"[41,235,4,30,39,4,1,1,0,55225,16]"
4,60,3,40,55,4,1,0,1,3600,9,"[4,60,3,40,55,4,1,0,1,3600,9]"
34,27,7,119,79,4,1,1,1,729,49,"[34,27,7,119,79,4,1,1,1,729,49]"
37,496,4,6,10,1,1,0,1,246016,16,"[37,496,4,6,10,1,1,0,1,246016,16]"
2,143,2,1,33,1,1,1,0,20449,4,"[2,143,2,1,33,1,1,1,0,20449,4]"
9,349,6,25,5,2,1,0,1,121801,36,"[9,349,6,25,5,2,1,0,1,121801,36]"
23,295,3,18,17,2,0,0,1,87025,9,"[23,295,3,18,17,2,0,0,1,87025,9]"
34,58,3,49,144,2,0,1,0,3364,9,"[34,58,3,49,144,2,0,1,0,3364,9]"
39,22,3,34,258,3,0,0,0,484,9,"[39,22,3,34,258,3,0,0,0,484,9]"
23,383,6,14,9,4,0,1,1,146689,36,"[23,383,6,14,9,4,0,1,1,146689,36]"
14,337,5,27,11,4,1,0,0,113569,25,"[14,337,5,27,11,4,1,0,0,113569,25]"
18,147,6,65,46,3,0,0,1,21609,36,"[18,147,6,65,46,3,0,0,1,21609,36]"
62,123,1,10,2,4,1,0,0,15129,1,"[62,123,1,10,2,4,1,0,0,15129,1]"
15,349,5,7,17,1,1,1,1,121801,25,"[15,349,5,7,17,1,1,1,1,121801,25]"
33,191,4,49,35,2,0,0,1,36481,16,"[33,191,4,49,35,2,0,0,1,36481,16]"
64,512,3,3,16,2,1,0,0,262144,9,"[64,512,3,3,16,2,1,0,0,262144,9]"
16,27,6,203,341,1,0,1,0,729,36,"[16,27,6,203,341,1,0,1,0,729,36]"
61,35,6,61,268,2,1,0,0,1225,36,"[61,35,6,61,268,2,1,0,0,1225,36]"
48,476,1,19,2,1,1,0,0,226576,1,"[48,476,1,19,2,1,1,0,0,226576,1]"
33,284,5,2,17,2,0,1,0,80656,25,"[33,284,5,2,17,2,0,1,0,80656,25]"
11,116,6,49,47,2,1,0,1,13456,36,"[11,116,6,49,47,2,1,0,1,13456,36]"
55,260,2,35,1,2,1,1,0,67600,4,"[55,260,2,35,1,2,1,1,0,67600,4]"
44,469,6,19,17,4,1,1,0,219961,36,"[44,469,6,19,17,4,1,1,0,219961,36]"
2,71,5,85,105,2,1,1,1,5041,25,"[2,71,5,85,105,2,1,1,1,5041,25]"
27,33,1,273,288,3,1,1,1,1089,1,"[27,33,1,273,288,3,1,1,1,1089,1]"
33,417,2,9,14,2,0,1,0,173889,4,"[33,417,2,9,14,2,0,1,0,173889,4]"
33,67,1,17,49,4,0,0,0,4489,1,"[33,67,1,17,49,4,0,0,0,4489,1]"
13,254,4,9,35,3,1,1,0,64516,16,"[13,254,4,9,35,3,1,1,0,64516,16]"
49,324,7,12,10,4,0,1,0,104976,49,"[49,324,7,12,10,4,0,1,0,104976,49]"
54,105,2,13,23,3,0,0,1,11025,4,"[54,105,2,13,23,3,0,0,1,11025,4]"
59,432,2,21,6,2,1,0,0,186624,4,"[59,432,2,21,6,2,1,0,0,186624,4]"
59,221,4,20,7,2,0,1,1,48841,16,"[59,221,4,20,7,2,0,1,1,48841,16]"
19,327,3,13,25,4,1,1,0,106929,9,"[19,327,3,13,25,4,1,1,0,106929,9]"
40,214,2,23,14,2,0,0,0,45796,4,"[40,214,2,23,14,2,0,0,0,45796,4]"
6,253,1,4,3,3,0,0,1,64009,1,"[6,253,1,4,3,3,0,0,1,64009,1]"
54,359,4,11,21,1,1,0,0,128881,16,"[54,359,4,11,21,1,1,0,0,128881,16]"
51,408,7,16,6,1,1,1,1,166464,49,"[51,408,7,16,6,1,1,1,1,166464,49]"
19,462,5,9,2,1,1,0,0,213444,25,"[19,462,5,9,2,1,1,0,0,213444,25]"
34,292,6,2,24,2,0,0,1,85264,36,"[34,292,6,2,24,2,0,0,1,85264,36]"
59,136,4,36,67,4,1,1,1,18496,16,"[59,136,4,36,67,4,1,1,1,18496,16]"
7,432,6,18,19,1,0,1,1,186624,36,"[7,432,6,18,19,1,0,1,1,186624,36]"
23,241,4,31,28,3,0,1,0,58081,16,"[23,241,4,31,28,3,0,1,0,58081,16]"
50,385,2,24,17,2,1,1,0,148225,4,"[50,385,2,24,17,2,1,1,0,148225,4]"
44,48,2,35,5,3,1,0,0,2304,4,"[44,48,2,35,5,3,1,0,0,2304,4]"
34,165,6,22,47,4,0,1,1,27225,36,"[34,165,6,22,47,4,0,1,1,27225,36]"
36,512,4,4,8,1,0,0,0,262144,16,"[36,512,4,4,8,1,0,0,0,262144,16]"
35,396,1,20,13,1,0,0,1,156816,1,"[35,396,1,20,13,1,0,0,1,156816,1]"
36,432,1,18,6,3,1,0,1,186624,1,"[36,432,1,18,6,3,1,0,1,186624,1]"
48,225,4,32,15,1,0,0,0,50625,16,"[48,225,4,32,15,1,0,0,0,50625,16]"
44,62,7,3,30,4,1,0,0,3844,49,"[44,62,7,3,30,4,1,0,0,3844,49]"
11,234,2,40,8,2,0,0,1,54756,4,"[11,234,2,40,8,2,0,0,1,54756,4]"
20,420,1,4,20,1,0,1,0,176400,1,"[20,420,1,4,20,1,0,1,0,176400,1]"
31,139,5,48,19,4,0,1,1,19321,25,"[31,139,5,48,19,4,0,1,1,19321,25]"
20,73,7,80,127,1,0,1,0,5329,49,"[20,73,7,80,127,1,0,1,0,5329,49]"
5,506,2,5,14,2,0,0,1,256036,4,"[5,506,2,5,14,2,0,0,1,256036,4]"
2,241,6,17,1,2,0,1,1,58081,36,"[2,241,6,17,1,2,0,1,1,58081,36]"
9,316,6,10,3,4,0,0,1,99856,36,"[9,316,6,10,3,4,0,0,1,99856,36]"
29,352,2,23,3,3,0,1,0,123904,4,"[29,352,2,23,3,3,0,1,0,123904,4]"
61,491,1,2,1,4,0,1,0,241081,1,"[61,491,1,2,1,4,0,1,0,241081,1]"
34,427,3,5,15,2,0,0,0,182329,9,"[34,427,3,5,15,2,0,0,0,182329,9]"
36,238,3,30,35,2,0,0,0,56644,9,"[36,238,3,30,35,2,0,0,0,56644,9]"
17,77,7,62,30,3,1,0,1,5929,49,"[17,77,7,62,30,3,1,0,1,5929,49]"
1,247,1,30,19,3,0,1,1,61009,1,"[1,247,1,30,19,3,0,1,1,61009,1]"
39,304,2,23,13,1,1,1,0,92416,4,"[39,304,2,23,13,1,1,1,0,92416,4]"
34,404,4,18,20,4,1,0,1,163216,16,"[34,404,4,18,20,4,1,0,1,163216,16]"
39,281,6,18,33,2,0,1,1,78961,36,"[39,281,6,18,33,2,0,1,1,78961,36]"
22,286,7,3,6,3,1,0,1,81796,49,"[22,286,7,3,6,3,1,0,1,81796,49]"
54,420,4,11,7,1,0,1,0,176400,16,"[54,420,4,11,7,1,0,1,0,176400,16]"
14,355,4,17,7,4,1,1,0,126025,16,"[14,355,4,17,7,4,1,1,0,126025,16]"
7,231,2,36,15,2,1,1,0,53361,4,"[7,231,2,36,15,2,1,1,0,53361,4]"
49,125,3,40,63,4,0,0,1,15625,9,"[49,125,3,40,63,4,0,0,1,15625,9]"
33,13,2,153,390,3,0,0,1,169,4,"[33,13,2,153,390,3,0,0,1,169,4]"
58,254,6,28,3,4,1,0,0,64516,36,"[58,254,6,28,3,4,1,0,0,64516,36]"
25,414,6,8,8,3,1,1,0,171396,36,"[25,414,6,8,8,3,1,1,0,171396,36]"
32,465,7,9,17,4,1,0,0,216225,49,"[32,465,7,9,17,4,1,0,0,216225,49]"
35,296,7,22,7,2,0,0,1,87616,49,"[35,296,7,22,7,2,0,0,1,87616,49]"
47,304,2,11,22,1,1,0,1,92416,4,"[47,304,2,11,22,1,1,0,1,92416,4]"
21,435,7,14,8,3,0,1,1,189225,49,"[21,435,7,14,8,3,0,1,1,189225,49]"
8,455,2,3,10,3,0,1,0,207025,4,"[8,455,2,3,10,3,0,1,0,207025,4]"
1,18,2,164,484,2,1,1,1,324,4,"[1,18,2,164,484,2,1,1,1,324,4]"
22,60,7,151,49,3,1,0,1,3600,49,"[22,60,7,151,49,3,1,0,1,3600,49]"
39,312,2,17,7,3,0,0,1,97344,4,"[39,312,2,17,7,3,0,0,1,97344,4]"
49,388,5,2,13,2,1,1,0,150544,25,"[49,388,5,2,13,2,1,1,0,150544,25]"
6,297,3,18,22,3,0,1,0,88209,9,"[6,297,3,18,22,3,0,1,0,88209,9]"
51,230,6,8,19,3,1,0,1,52900,36,"[51,230,6,8,19,3,1,0,1,52900,36]"
40,265,5,13,4,4,0,0,1,70225,25,"[40,265,5,13,4,4,0,0,1,70225,25]"
57,359,3,23,13,3,1,0,1,128881,9,"[57,359,3,23,13,3,1,0,1,128881,9]"
2,469,2,9,14,3,1,1,1,219961,4,"[2,469,2,9,14,3,1,1,1,219961,4]"
56,504,7,4,9,1,1,0,1,254016,49,"[56,504,7,4,9,1,1,0,1,254016,49]"
61,485,4,16,14,2,0,0,0,235225,16,"[61,485,4,16,14,2,0,0,0,235225,16]"
18,10,1,732,727,1,0,1,0,100,1,"[18,10,1,732,727,1,0,1,0,100,1]"
29,168,2,17,34,1,1,1,0,28224,4,"[29,168,2,17,34,1,1,1,0,28224,4]"
12,26,5,245,305,4,0,0,0,676,25,"[12,26,5,245,305,4,0,0,0,676,25]"
29,331,4,4,7,2,0,0,0,109561,16,"[29,331,4,4,7,2,0,0,0,109561,16]"
48,50,7,188,140,2,1,1,0,2500,49,"[48,50,7,188,140,2,1,1,0,2500,49]"
37,404,2,12,15,1,0,0,0,163216,4,"[37,404,2,12,15,1,0,0,0,163216,4]"
49,252,6,17,17,1,0,1,0,63504,36,"[49,252,6,17,17,1,0,1,0,63504,36]"
5,143,4,51,30,4,1,1,1,20449,16,"[5,143,4,51,30,4,1,1,1,20449,16]"
14,437,6,21,15,1,0,1,1,190969,36,"[14,437,6,21,15,1,0,1,1,190969,36]"
50,188,3,31,4,1,1,0,1,35344,9,"[50,188,3,31,4,1,1,0,1,35344,9]"
10,378,5,16,8,1,0,0,0,142884,25,"[10,378,5,16,8,1,0,0,0,142884,25]"
41,242,6,16,29,3,0,1,1,58564,36,"[41,242,6,16,29,3,0,1,1,58564,36]"
56,109,6,17,86,3,1,0,1,11881,36,"[56,109,6,17,86,3,1,0,1,11881,36]"
8,150,3,49,1,1,0,1,1,22500,9,"[8,150,3,49,1,1,0,1,1,22500,9]"
12,67,2,2,137,4,1,0,0,4489,4,"[12,67,2,2,137,4,1,0,0,4489,4]"
25,474,3,6,5,2,0,1,1,224676,9,"[25,474,3,6,5,2,0,1,1,224676,9]"
12,473,1,4,5,4,1,1,0,223729,1,"[12,473,1,4,5,4,1,1,0,223729,1]"
48,298,3,22,24,1,0,1,0,88804,9,"[48,298,3,22,24,1,0,1,0,88804,9]"
26,170,6,29,19,1,1,0,1,28900,36,"[26,170,6,29,19,1,1,0,1,28900,36]"
56,44,7,3,75,3,0,1,1,1936,49,"[56,44,7,3,75,3,0,1,1,1936,49]"
64,126,7,60,55,3,0,1,0,15876,49,"[64,126,7,60,55,3,0,1,0,15876,49]"
33,31,1,195,239,4,1,1,0,961,1,"[33,31,1,195,239,4,1,1,0,961,1]"
22,124,5,11,49,4,0,1,0,15376,25,"[22,124,5,11,49,4,0,1,0,15376,25]"
21,282,7,23,19,1,0,1,0,79524,49,"[21,282,7,23,19,1,0,1,0,79524,49]"
13,50,1,50,104,4,0,0,1,2500,1,"[13,50,1,50,104,4,0,0,1,2500,1]"
38,30,1,108,64,3,0,1,0,900,1,"[38,30,1,108,64,3,0,1,0,900,1]"
7,209,4,4,22,2,0,0,0,43681,16,"[7,209,4,4,22,2,0,0,0,43681,16]"
33,320,7,15,25,2,0,1,0,102400,49,"[33,320,7,15,25,2,0,1,0,102400,49]"
17,279,7,22,2,3,1,0,1,77841,49,"[17,279,7,22,2,3,1,0,1,77841,49]"
46,275,4,7,29,3,1,0,0,75625,16,"[46,275,4,7,29,3,1,0,0,75625,16]"
14,97,6,54,28,2,1,0,1,9409,36,"[14,97,6,54,28,2,1,0,1,9409,36]"
25,396,5,21,1,1,0,1,1,156816,25,"[25,396,5,21,1,1,0,1,1,156816,25]"
17,70,5,26,25,1,0,0,1,4900,25,"[17,70,5,26,25,1,0,0,1,4900,25]"
55,349,6,10,16,3,0,0,1,121801,36,"[55,349,6,10,16,3,0,0,1,121801,36]"
15,314,6,26,19,4,0,0,0,98596,36,"[15,314,6,26,19,4,0,0,0,98596,36]"
36,28,1,296,328,4,0,0,0,784,1,"[36,28,1,296,328,4,0,0,0,784,1]"
23,50,3,71,180,1,0,0,1,2500,9,"[23,50,3,71,180,1,0,0,1,2500,9]"
40,490,2,11,19,3,0,0,1,240100,4,"[40,490,2,11,19,3,0,0,1,240100,4]"
27,212,7,36,32,2,0,1,0,44944,49,"[27,212,7,36,32,2,0,1,0,44944,49]"
52,453,6,6,19,2,1,1,1,205209,36,"[52,453,6,6,19,2,1,1,1,205209,36]"
25,504,4,16,2,2,0,1,1,254016,16,"[25,504,4,16,2,2,0,1,1,254016,16]"
8,294,4,18,30,4,0,1,0,86436,16,"[8,294,4,18,30,4,0,1,0,86436,16]"
33,265,4,20,23,4,1,1,1,70225,16,"[33,265,4,20,23,4,1,1,1,70225,16]"
15,483,4,7,11,2,0,0,0,233289,16,"[15,483,4,7,11,2,0,0,0,233289,16]"
13,413,5,6,5,2,1,1,1,170569,25,"[13,413,5,6,5,2,1,1,1,170569,25]"
44,360,5,9,4,1,1,1,1,129600,25,"[44,360,5,9,4,1,1,1,1,129600,25]"
47,418,7,5,7,1,1,0,0,174724,49,"[47,418,7,5,7,1,1,0,0,174724,49]"
35,27,2,354,16,3,1,0,0,729,4,"[35,27,2,354,16,3,1,0,0,729,4]"
32,505,3,4,10,3,0,0,0,255025,9,"[32,505,3,4,10,3,0,0,0,255025,9]"
38,50,7,186,70,3,1,1,0,2500,49,"[38,50,7,186,70,3,1,1,0,2500,49]"
16,363,4,3,14,3,0,0,0,131769,16,"[16,363,4,3,14,3,0,0,0,131769,16]"
39,431,5,1,9,1,0,0,1,185761,25,"[39,431,5,1,9,1,0,0,1,185761,25]"
62,484,1,6,10,2,1,0,0,234256,1,"[62,484,1,6,10,2,1,0,0,234256,1]"
46,8,1,691,649,1,1,0,1,64,1,"[46,8,1,691,649,1,1,0,1,64,1]"
11,322,6,5,29,4,1,1,0,103684,36,"[11,322,6,5,29,4,1,1,0,103684,36]"
10,219,5,30,37,2,1,0,1,47961,25,"[10,219,5,30,37,2,1,0,1,47961,25]"
25,170,2,22,23,4,0,0,1,28900,4,"[25,170,2,22,23,4,0,0,1,28900,4]"
28,192,1,7,31,4,1,0,0,36864,1,"[28,192,1,7,31,4,1,0,0,36864,1]"
46,362,1,17,2,3,1,1,1,131044,1,"[46,362,1,17,2,3,1,1,1,131044,1]"
12,252,5,33,25,3,1,0,0,63504,25,"[12,252,5,33,25,3,1,0,0,63504,25]"
17,469,7,6,3,2,1,1,1,219961,49,"[17,469,7,6,3,2,1,1,1,219961,49]"
32,214,1,27,28,2,1,1,0,45796,1,"[32,214,1,27,28,2,1,1,0,45796,1]"
62,42,7,92,94,2,0,0,1,1764,49,"[62,42,7,92,94,2,0,0,1,1764,49]"
37,3,1,689,2046,1,1,1,1,9,1,"[37,3,1,689,2046,1,1,1,1,9,1]"
62,10,2,528,763,1,0,1,0,100,4,"[62,10,2,528,763,1,0,1,0,100,4]"
19,420,4,15,13,1,0,1,1,176400,16,"[19,420,4,15,13,1,0,1,1,176400,16]"
33,29,3,127,117,1,1,1,0,841,9,"[33,29,3,127,117,1,1,1,0,841,9]"
23,25,1,16,78,1,0,0,1,625,1,"[23,25,1,16,78,1,0,0,1,625,1]"
32,22,7,57,174,1,0,0,1,484,49,"[32,22,7,57,174,1,0,0,1,484,49]"
3,369,4,8,16,1,0,0,1,136161,16,"[3,369,4,8,16,1,0,0,1,136161,16]"
50,350,3,19,1,2,1,1,0,122500,9,"[50,350,3,19,1,2,1,1,0,122500,9]"
16,293,6,7,21,3,0,0,0,85849,36,"[16,293,6,7,21,3,0,0,0,85849,36]"
11,462,7,13,8,1,1,1,1,213444,49,"[11,462,7,13,8,1,1,1,1,213444,49]"
10,347,2,8,4,2,0,0,1,120409,4,"[10,347,2,8,4,2,0,0,1,120409,4]"
16,334,1,25,16,4,1,0,0,111556,1,"[16,334,1,25,16,4,1,0,0,111556,1]"
9,252,5,33,6,2,1,1,1,63504,25,"[9,252,5,33,6,2,1,1,1,63504,25]"
38,249,3,32,7,2,0,0,0,62001,9,"[38,249,3,32,7,2,0,0,0,62001,9]"
5,255,3,7,16,3,0,0,0,65025,9,"[5,255,3,7,16,3,0,0,0,65025,9]"
4,27,6,245,294,2,1,1,0,729,36,"[4,27,6,245,294,2,1,1,0,729,36]"
39,446,5,2,19,3,0,0,1,198916,25,"[39,446,5,2,19,3,0,0,1,198916,25]"
11,334,7,23,2,3,0,0,1,111556,49,"[11,334,7,23,2,3,0,0,1,111556,49]"
43,331,4,24,26,2,1,1,0,109561,16,"[43,331,4,24,26,2,1,1,0,109561,16]"
59,405,7,2,18,2,0,1,0,164025,49,"[59,405,7,2,18,2,0,1,0,164025,49]"
